aircraft_profile,origin,destination,distance_nm,payload_kg,taxi_minutes,wind_component_knots,temperature_c,planned_burn_kg,actual_burn_kg,flight_date
generic_heavy_transport,EGNM,EGPH,1458.46,44560.0,18.44,26.55,20.11,63832.24,62451.86,2025-11-01
generic_business_jet,EGGW,EGPF,1215.45,1522.62,18.6,-33.8,10.11,8589.23,8571.77,2025-04-09
generic_business_jet,LLBG,LEBL,216.97,1367.46,24.23,-38.44,-2.51,1687.33,1643.7,2025-09-01
generic_light_aircraft,EGGW,LFPG,1232.82,261.1,18.3,17.31,29.88,1616.48,1507.34,2025-12-19
generic_heavy_transport,EGNM,LEBL,1490.79,10773.85,8.8,11.89,0.18,63283.19,60781.39,2026-03-18
generic_transport_aircraft,LFPG,EGSS,844.28,874.98,9.45,-0.28,31.87,12113.75,13070.56,2025-07-09
generic_light_aircraft,EHAM,EGNX,314.05,248.59,27.8,-20.74,14.44,448.45,481.2,2025-03-14
generic_business_jet,LEBL,EHAM,1689.12,757.75,12.24,-30.35,24.59,11804.79,12622.41,2025-01-23
generic_transport_aircraft,EGPF,LFPG,1037.92,10853.3,23.19,-6.98,23.8,15257.38,15271.23,2026-01-26
generic_transport_aircraft,EGLL,EHAM,1381.75,8173.04,9.28,13.23,-1.43,19841.05,18760.82,2026-04-06
generic_transport_aircraft,EGPF,EGPH,1726.43,10735.5,22.19,6.67,29.64,25069.0,23708.07,2025-10-20
generic_transport_aircraft,EDDF,LLBG,587.03,7919.34,20.17,-38.19,33.21,8784.16,7998.71,2025-09-25
generic_transport_aircraft,EGGW,LLBG,1619.0,1883.26,26.6,-30.62,-4.24,23617.19,23048.96,2025-05-06
generic_transport_aircraft,LLBG,LEMD,1062.12,1473.45,17.74,-19.37,18.56,15418.53,13444.99,2025-04-03
generic_heavy_transport,EGPF,EGTK,602.01,15287.11,8.52,-37.05,1.73,26244.54,26424.69,2025-05-11
generic_light_aircraft,LEBL,EGSS,1716.05,371.44,7.3,31.89,2.26,2187.44,2164.31,2025-03-14
generic_business_jet,EGPF,EGPH,1697.47,1649.25,7.14,-25.83,18.88,11811.89,11279.82,2025-09-18
generic_business_jet,LEBL,LFPG,246.97,390.95,16.23,-12.43,14.37,1809.84,1749.14,2025-05-18
generic_transport_aircraft,LFPG,EDDF,477.28,6879.14,23.27,-20.63,11.27,7138.22,7295.52,2025-11-22
generic_transport_aircraft,LFPG,EGGW,294.85,6715.06,9.7,-25.39,33.1,4384.91,4112.83,2026-03-01
generic_transport_aircraft,EHAM,EGNX,338.75,1192.01,26.28,-23.14,5.04,5128.62,5042.29,2025-06-29
generic_business_jet,LLBG,EDDF,1520.4,721.97,9.55,-2.27,-2.2,10436.68,11187.97,2026-01-07
generic_heavy_transport,LFPG,EGNX,415.04,25192.81,23.65,25.71,32.82,18521.52,19364.3,2026-01-21
generic_business_jet,LEMD,EGNM,1207.3,782.46,10.63,31.72,8.14,8146.22,8352.11,2025-11-08
generic_heavy_transport,EGNM,EGTK,1225.6,21526.52,25.7,11.26,25.5,53192.22,52385.95,2026-02-08
generic_light_aircraft,EDDF,LEMD,99.31,432.83,20.78,8.78,9.12,153.34,159.41,2025-04-01
generic_transport_aircraft,LLBG,LEBL,1771.56,1934.78,14.15,-29.56,-4.63,25683.86,23239.08,2026-01-24
generic_heavy_transport,EGNX,LEMD,672.98,8598.66,19.5,-20.75,23.71,29369.66,29555.8,2025-05-24
generic_transport_aircraft,EGNM,LEBL,411.95,2755.0,24.06,-13.31,29.8,6158.86,6552.21,2025-09-10
generic_light_aircraft,EGLL,EHAM,1341.62,368.87,19.27,-30.96,18.53,1813.56,1812.24,2026-03-15
generic_transport_aircraft,EGGW,EHAM,526.45,10248.17,6.51,32.58,22.11,7556.67,7339.73,2025-12-15
generic_light_aircraft,LFPG,EGNM,794.59,369.24,20.3,23.31,7.92,1039.98,1072.64,2025-09-23
generic_business_jet,EGNM,LFPG,1377.08,1625.7,10.94,-22.77,11.8,9599.67,9152.09,2025-01-03
generic_business_jet,EGPF,EGGW,1589.57,1511.51,27.79,-26.95,22.58,11220.21,12548.86,2025-06-18
generic_transport_aircraft,EGNX,EGSS,214.75,6019.61,23.78,2.4,20.05,3315.38,3208.71,2025-05-09
generic_transport_aircraft,EGGW,EGSS,1727.7,10073.95,24.08,-3.43,4.47,25175.09,26856.15,2025-02-18
generic_transport_aircraft,EDDF,EGNM,195.11,1197.9,6.73,-19.94,28.91,2877.32,2972.06,2025-03-07
generic_business_jet,EGTK,LLBG,574.08,1239.28,7.45,9.21,17.37,3948.1,3888.82,2026-01-21
generic_heavy_transport,EGPF,EGGW,1427.02,29960.33,15.98,-7.86,12.12,62275.64,65500.13,2025-02-21
generic_heavy_transport,EGPH,LEMD,1419.04,23163.07,13.22,-29.6,-0.89,61899.53,60847.25,2025-04-10
generic_transport_aircraft,EHAM,EGLL,494.78,5341.58,21.94,-9.43,4.73,7328.82,7243.95,2025-01-31
generic_transport_aircraft,EGLL,EGPH,945.54,7994.61,13.87,1.69,16.65,13715.76,14233.76,2025-05-30
generic_transport_aircraft,EGPH,EGTK,1199.22,2162.9,11.22,20.53,17.38,17049.81,17886.69,2025-06-26
generic_transport_aircraft,EGGW,EGNX,398.21,1286.64,10.17,-6.94,22.67,5789.77,5311.01,2025-10-17
generic_business_jet,EGPH,EDDF,621.73,457.27,25.27,27.84,14.84,4344.45,4419.08,2025-11-24
generic_business_jet,EGGW,LEBL,1139.98,658.53,22.16,31.21,8.26,7779.63,7761.56,2025-01-04
generic_light_aircraft,EGPH,EGTK,97.68,146.08,12.39,-29.45,18.43,147.53,142.04,2025-01-23
generic_light_aircraft,EGTK,EGNX,350.63,454.15,21.81,-17.81,17.18,490.62,493.06,2026-04-12
generic_transport_aircraft,EGSS,EGTK,285.86,8031.0,25.47,-17.93,3.41,4392.91,4438.28,2025-07-09
generic_transport_aircraft,LEBL,EGPH,1696.74,11736.67,27.95,25.53,30.14,24543.55,25234.81,2026-02-11
generic_transport_aircraft,EGGW,EGNX,1263.59,4156.44,15.45,5.89,31.84,18176.59,18399.57,2025-10-28
generic_business_jet,EGGW,EHAM,305.73,670.76,19.85,-22.59,0.06,2252.41,2088.53,2026-01-08
generic_transport_aircraft,EGSS,LLBG,1209.45,1246.04,17.19,15.1,20.8,17272.71,17207.36,2025-09-13
generic_light_aircraft,LFPG,EGNM,1295.41,310.19,16.63,31.46,13.95,1664.85,1550.92,2025-11-29
generic_business_jet,EGTK,EGNX,401.27,1594.75,14.71,-20.52,30.55,2888.85,2778.24,2026-04-24
generic_business_jet,LLBG,EGPH,193.75,1427.43,12.49,-3.49,4.21,1414.03,1504.13,2025-08-19
generic_business_jet,EGNM,EGPF,1456.91,775.53,14.41,-30.63,4.35,10205.07,10377.01,2025-07-03
generic_transport_aircraft,EGSS,EGPH,944.95,7902.03,23.29,29.13,-1.06,13642.81,13831.75,2025-04-11
generic_business_jet,EDDF,EGPH,1352.85,1452.72,24.6,-29.75,19.16,9568.3,9632.03,2026-03-14
generic_transport_aircraft,LEBL,LEMD,1646.23,598.14,12.59,20.78,26.33,23326.81,22249.71,2025-12-02
generic_transport_aircraft,EGTK,LFPG,1781.18,11442.12,25.04,-26.79,23.93,26264.6,27102.09,2025-04-30
generic_transport_aircraft,LFPG,EDDF,1374.63,8808.87,16.15,18.35,7.52,19784.1,20494.4,2025-04-18
generic_heavy_transport,EGNM,LFPG,97.83,10558.01,25.22,-20.55,24.51,5066.77,5508.66,2025-12-04
generic_business_jet,LLBG,EGPH,780.6,1328.64,14.87,17.29,16.5,5376.93,5347.43,2026-04-18
generic_heavy_transport,EGLL,EGGW,1789.92,27727.64,23.58,28.1,17.96,77186.21,78003.64,2025-07-15
generic_light_aircraft,EGGW,EGNM,723.19,289.91,13.23,31.96,20.56,938.21,927.55,2025-04-01
generic_transport_aircraft,EGTK,LEBL,92.1,2788.49,26.05,-14.13,3.24,1581.54,1631.77,2025-09-26
generic_light_aircraft,EGSS,LFPG,955.02,168.73,24.91,-12.13,1.28,1283.66,1350.85,2025-02-05
generic_light_aircraft,EGPF,EGGW,405.96,272.88,21.61,-7.02,19.15,560.3,584.79,2025-10-28
generic_transport_aircraft,EGGW,EHAM,850.47,2819.58,27.8,-9.34,27.98,12463.1,12054.98,2025-10-19
generic_transport_aircraft,EGNM,LFPG,113.59,1547.68,20.22,28.51,8.87,1799.48,1753.86,2026-02-10
generic_transport_aircraft,EGNX,EGNM,1466.52,2513.95,11.48,27.0,24.33,20786.77,18360.74,2025-10-19
generic_transport_aircraft,EGSS,EGNM,121.63,10683.73,9.47,25.6,16.51,1831.72,1889.73,2025-02-04
generic_transport_aircraft,LEMD,LEBL,426.28,6175.11,27.83,-0.77,34.81,6404.64,6551.91,2025-06-16
generic_light_aircraft,EGPF,LFPG,408.94,117.85,6.59,6.11,22.02,542.84,549.35,2025-06-25
generic_heavy_transport,LEMD,EGPF,741.16,5429.49,8.52,28.37,8.08,31285.7,31269.22,2025-10-08
generic_transport_aircraft,EDDF,EGGW,813.21,5914.06,12.14,-32.09,28.54,11937.33,11181.25,2025-04-01
generic_transport_aircraft,EGNX,EGSS,730.94,1392.23,22.8,9.19,1.14,10588.41,12873.99,2025-09-30
generic_transport_aircraft,EGGW,LFPG,1513.06,9832.39,20.1,12.31,30.88,21899.81,22554.81,2025-06-07
generic_transport_aircraft,EGNM,EGTK,130.41,4840.05,10.44,-25.02,31.35,2002.07,2328.52,2025-06-22
generic_transport_aircraft,LLBG,EGGW,155.87,11525.57,8.13,21.83,21.56,2317.11,2338.9,2025-01-23
generic_light_aircraft,EGPF,EHAM,619.13,324.82,10.17,-28.43,16.67,836.82,858.47,2025-07-02
generic_light_aircraft,EGPH,EGLL,1192.76,104.79,10.68,-27.39,21.32,1601.63,1584.89,2025-11-16
generic_light_aircraft,EGPH,EGTK,428.57,220.61,19.18,33.65,-0.93,566.11,473.51,2025-03-29
generic_transport_aircraft,EGNX,EGSS,1767.38,8507.63,20.91,32.79,22.75,25280.26,24323.59,2025-11-22
generic_business_jet,LEBL,LEMD,1539.48,1023.2,13.37,3.68,18.4,10566.82,9952.33,2025-10-28
generic_business_jet,LEMD,EGTK,1126.69,1645.17,12.79,14.03,25.29,7724.57,8133.98,2025-01-31
generic_transport_aircraft,EGLL,EGPF,399.53,4821.1,20.12,-25.95,24.01,5984.46,6340.02,2025-03-10
generic_transport_aircraft,EGNX,EGPF,1379.67,6490.04,27.51,6.84,6.54,19997.72,24711.55,2025-06-19
generic_business_jet,EGPH,EGGW,139.9,1676.52,27.74,19.12,22.85,1149.94,1172.07,2025-04-04
generic_light_aircraft,EGNM,LEMD,1571.62,127.99,10.23,5.75,0.66,2047.15,2272.34,2025-02-16
generic_transport_aircraft,EGLL,EDDF,1440.63,2850.29,17.16,-10.9,13.68,20809.09,21199.05,2025-11-07
generic_business_jet,EGGW,EGPH,831.72,1253.41,11.98,17.5,-1.8,5698.3,5876.7,2025-07-23
generic_transport_aircraft,EGPF,EGLL,786.83,7508.03,15.54,-32.53,33.15,11620.55,10544.64,2025-02-12
generic_transport_aircraft,LEBL,EGNX,313.16,8856.45,11.66,-7.91,13.14,4636.6,4685.36,2025-11-07
generic_business_jet,EGNM,EGSS,1299.59,593.57,26.15,-44.67,29.47,9280.05,9219.25,2025-08-01
generic_business_jet,EGPF,LEBL,904.16,1261.57,18.94,-12.3,-3.45,6345.13,6009.78,2025-07-17
generic_light_aircraft,EHAM,EGLL,810.7,202.1,26.09,12.78,15.38,1075.82,985.68,2025-11-30
generic_transport_aircraft,EGPF,EGNM,470.33,896.84,23.89,5.48,22.06,6916.61,6958.11,2025-11-27
generic_transport_aircraft,EGLL,EGPH,1702.19,2194.72,11.44,1.27,21.5,24356.18,24708.74,2025-12-31
generic_transport_aircraft,EGPF,EGNM,1754.63,1424.01,26.02,25.08,1.63,24964.3,25545.18,2025-12-21
generic_heavy_transport,EGNX,EHAM,1200.64,20311.54,12.78,-12.07,30.06,52015.8,51843.06,2026-02-02
generic_transport_aircraft,LEBL,EGPH,517.13,2909.54,22.46,10.92,-4.74,7565.62,7387.85,2025-09-09
generic_light_aircraft,EGTK,EGLL,1267.04,309.98,20.4,13.64,1.83,1655.91,1555.64,2025-04-04
generic_transport_aircraft,LFPG,EGSS,1474.22,2634.84,7.3,-30.38,25.37,21365.5,22664.98,2026-04-07
generic_business_jet,LLBG,EGPF,1647.26,463.79,20.0,-38.62,-1.57,11610.55,13633.14,2025-09-02
generic_transport_aircraft,EGNM,LEMD,61.68,3559.93,27.01,8.23,26.57,1156.88,1358.35,2025-09-25
generic_business_jet,LEBL,EGTK,957.73,1743.09,11.85,-6.13,25.28,6652.93,6390.22,2025-06-25
generic_heavy_transport,EGPH,EGGW,1212.21,20137.43,7.26,-16.52,8.21,52374.93,50783.72,2025-08-22
generic_business_jet,LLBG,LEMD,1511.16,1687.56,6.56,-35.17,16.23,10572.45,11497.19,2025-08-20
generic_transport_aircraft,EHAM,LEMD,878.97,5250.96,10.13,33.89,33.3,12515.6,12167.97,2025-01-09
generic_heavy_transport,EDDF,EGPH,1746.64,34432.52,20.91,-26.32,14.38,77019.9,76509.57,2026-04-26
generic_heavy_transport,EGNM,LEMD,1633.63,34371.11,12.46,-29.39,0.73,71854.72,64846.32,2025-10-20
generic_transport_aircraft,LEBL,LEMD,269.4,9663.44,12.63,8.84,16.95,3993.66,4087.75,2025-03-01
generic_transport_aircraft,EGNM,LEMD,472.09,2459.98,26.77,10.99,-0.78,6964.65,6800.12,2025-01-15
generic_heavy_transport,EGLL,EGPF,1389.87,13815.04,11.67,-6.9,30.9,59659.54,60927.78,2026-01-07
generic_transport_aircraft,EGNM,EGSS,629.07,3073.77,18.67,28.91,-2.41,9050.95,9238.81,2026-04-12
generic_transport_aircraft,LEMD,LEBL,714.8,7884.18,18.36,23.49,27.34,10361.2,10407.94,2025-02-15
generic_transport_aircraft,EGPH,LEBL,375.21,11333.09,18.6,-34.81,7.53,5681.73,5834.55,2026-01-13
generic_light_aircraft,EGTK,EGPH,984.98,438.85,27.56,-19.43,9.6,1334.41,1278.13,2025-11-05
generic_light_aircraft,EHAM,EGGW,61.13,440.94,12.95,20.29,6.87,93.87,85.55,2025-12-15
generic_transport_aircraft,EGNM,EGLL,301.0,8151.53,23.63,11.24,18.96,4544.92,4269.56,2026-03-11
generic_transport_aircraft,LEMD,EHAM,1499.35,6192.79,21.49,-14.86,34.25,21849.72,25262.53,2026-02-28
generic_transport_aircraft,LEMD,EGGW,1684.93,3088.32,22.19,28.85,26.04,23974.28,25295.98,2026-02-22
generic_heavy_transport,EDDF,EGLL,1006.64,18496.41,20.91,34.23,25.31,43244.3,40240.73,2025-09-28
generic_business_jet,LEMD,EGNX,1664.98,1351.66,18.06,-37.21,7.94,11731.2,12062.87,2026-04-24
generic_transport_aircraft,LEMD,EGNX,332.28,2081.95,21.31,-21.71,0.79,4989.36,4457.71,2026-01-19
generic_transport_aircraft,EGGW,LEBL,680.71,10345.62,8.24,17.84,29.34,9834.95,8734.82,2025-03-28
generic_business_jet,EGTK,EGLL,876.65,1717.59,8.58,-3.77,8.54,6057.3,6721.75,2025-03-18
generic_business_jet,EDDF,LEBL,104.66,661.28,16.75,10.04,33.18,843.58,817.77,2026-02-12
generic_light_aircraft,EDDF,LEMD,858.75,427.28,14.41,5.59,12.8,1130.33,1261.77,2025-02-12
generic_transport_aircraft,EGSS,LFPG,1639.38,3086.75,18.91,33.99,14.18,23240.25,23042.98,2025-07-16
generic_transport_aircraft,EGNM,LEMD,568.63,1940.22,13.16,12.1,29.49,8199.54,8010.97,2025-07-27
generic_light_aircraft,LLBG,LEMD,1020.89,314.57,23.87,-5.91,15.76,1363.72,1261.5,2025-03-05
generic_business_jet,LEBL,LLBG,1200.81,475.99,24.96,10.62,-4.79,8302.27,7935.7,2025-06-10
generic_light_aircraft,EGSS,EGTK,406.93,164.48,18.37,23.12,-3.6,541.92,577.05,2025-10-06
generic_heavy_transport,EGLL,EGNM,1200.07,14933.48,7.02,30.66,31.18,50827.25,50409.58,2025-10-01
generic_transport_aircraft,EGNM,EGLL,1264.9,6510.66,27.69,-16.83,16.53,18540.45,18656.71,2025-05-02
generic_light_aircraft,EGTK,EGNX,1547.43,186.09,8.95,-0.83,18.67,2027.78,2077.1,2026-01-09
generic_light_aircraft,EHAM,EGPF,492.47,252.71,25.88,-13.0,-1.67,678.16,677.13,2025-10-02
generic_transport_aircraft,EGGW,EGSS,517.8,7780.88,20.2,12.16,17.55,7603.61,8043.66,2025-09-19
generic_business_jet,EHAM,EGLL,314.38,1788.67,15.54,-42.93,19.14,2314.82,2372.87,2025-10-08
generic_business_jet,EGPF,EGSS,201.15,1663.87,23.12,-33.29,26.92,1575.28,1596.2,2025-02-20
generic_business_jet,EGPF,EGGW,229.28,1688.45,9.87,13.27,7.26,1623.39,1668.27,2025-12-25
generic_transport_aircraft,EHAM,EGNX,1111.1,10810.56,9.76,30.72,10.58,15922.69,15007.33,2026-01-15
generic_transport_aircraft,EDDF,LLBG,1088.55,10270.75,16.49,-34.79,-4.62,16084.4,15571.95,2025-07-13
generic_business_jet,EHAM,LEBL,1656.87,1258.79,14.14,17.2,22.13,11289.41,11258.68,2025-08-23
generic_heavy_transport,EGLL,LFPG,1446.31,25089.17,12.07,-10.78,32.67,62778.81,67433.12,2026-03-16
generic_business_jet,EGSS,EGPH,593.85,435.21,7.75,13.4,32.79,4080.02,3800.89,2025-01-30
generic_business_jet,EGSS,LEBL,1676.43,1512.52,6.24,30.87,22.08,11278.76,11584.92,2025-12-17
generic_transport_aircraft,EDDF,LFPG,756.6,7587.3,26.04,14.67,23.57,11064.94,10929.19,2026-01-19
generic_heavy_transport,EGPH,EGGW,1205.36,41818.36,27.98,30.6,22.36,53009.53,56079.03,2026-04-22
generic_heavy_transport,LEBL,LFPG,351.8,19682.04,8.93,-16.74,-2.96,15433.76,15677.37,2025-03-29
generic_business_jet,EGPH,EGSS,1236.76,1547.59,24.72,23.62,6.6,8497.83,10172.81,2025-10-19
generic_heavy_transport,EGPF,EGGW,1675.59,43365.4,17.34,26.47,32.42,73135.67,73469.54,2026-03-11
generic_business_jet,EGNM,EGTK,1125.26,792.83,13.79,-44.59,30.61,7976.66,8136.95,2025-09-09
generic_transport_aircraft,EGGW,EGSS,1621.88,5223.27,26.09,-44.45,25.78,23910.7,25043.57,2025-08-29
generic_business_jet,EGPF,EGPH,796.74,573.27,23.85,-36.3,12.54,5711.67,5811.05,2025-08-11
generic_heavy_transport,EGTK,EGPF,1289.68,9426.63,12.27,-34.31,11.84,55677.32,54137.05,2025-01-17
generic_light_aircraft,EGLL,LEMD,886.16,366.1,11.85,-11.31,17.0,1179.15,1210.77,2026-01-27
generic_transport_aircraft,LEBL,EGPF,1665.85,10195.22,14.55,-36.22,-0.68,24519.31,26411.41,2025-06-26
generic_transport_aircraft,LFPG,EGTK,460.07,8300.57,13.53,33.12,24.5,6664.59,6386.99,2026-01-25
generic_transport_aircraft,EGPF,EGGW,1324.83,2648.89,12.19,-35.8,5.54,19292.71,19644.5,2025-12-08
generic_light_aircraft,LLBG,EGPF,1284.84,423.98,21.43,-4.81,2.25,1704.36,1829.61,2025-04-28
generic_business_jet,EGSS,EGGW,525.63,588.27,9.22,-43.59,2.99,3736.6,3723.74,2025-07-14
generic_business_jet,EGPF,EHAM,1156.46,647.14,13.4,-6.66,15.39,8001.99,7770.12,2025-05-24
generic_business_jet,EGPH,LEBL,606.32,371.33,6.9,-40.83,24.79,4282.67,4125.0,2025-08-30
generic_light_aircraft,EGNX,EDDF,369.39,479.33,14.0,-20.65,-1.12,505.35,540.43,2025-06-19
generic_transport_aircraft,EGPH,LEBL,1348.85,7272.48,19.3,-25.94,6.04,19762.58,19880.63,2025-02-14
generic_transport_aircraft,EGSS,EGGW,1101.22,971.95,27.3,25.72,27.7,15773.04,16103.82,2025-10-07
generic_business_jet,EHAM,EGPH,877.22,1441.48,17.74,-32.71,0.11,6225.27,6573.59,2025-12-31
generic_heavy_transport,EGNX,LLBG,1636.46,44005.05,25.69,-9.12,23.69,72582.81,73849.22,2026-04-22
generic_light_aircraft,LFPG,LLBG,1096.51,378.68,8.84,-41.36,17.65,1485.21,1468.96,2025-12-22
generic_transport_aircraft,EGGW,LEBL,913.77,6623.4,17.3,-39.0,12.51,13489.43,12537.08,2025-11-07
generic_light_aircraft,EGNX,EGGW,325.81,187.12,21.33,25.33,26.63,450.43,448.58,2025-12-29
generic_business_jet,LEMD,LFPG,1541.09,744.55,11.91,-35.47,3.96,10799.9,10317.36,2026-03-29
generic_business_jet,EGNX,EGLL,1432.54,1263.62,11.48,20.87,16.38,9730.76,8372.69,2025-11-20
generic_business_jet,EHAM,EGPH,1705.98,1625.98,11.81,-34.31,30.93,11971.41,11439.12,2025-01-06
generic_business_jet,LLBG,EGPH,1738.97,565.1,27.38,-2.01,34.15,12065.18,13916.21,2026-02-04
generic_transport_aircraft,EHAM,EGSS,1252.64,11375.05,11.66,5.1,19.17,18168.39,18462.05,2025-04-15
generic_transport_aircraft,EHAM,LEMD,1366.34,2289.88,11.1,13.1,9.75,19471.23,20584.72,2025-02-17
generic_transport_aircraft,EGNM,EGLL,1476.37,2525.27,18.53,30.47,2.22,20958.24,20759.59,2026-02-23
generic_transport_aircraft,EGPF,LEMD,166.89,1328.56,11.4,27.73,33.82,2475.76,2590.73,2025-09-27
generic_transport_aircraft,EGLL,LEBL,65.69,1646.89,14.45,-36.2,-4.46,1093.8,1161.9,2026-01-30
generic_light_aircraft,EGSS,EGPH,1146.06,105.4,27.26,31.61,-0.75,1486.85,1319.75,2025-06-23
generic_light_aircraft,LLBG,LEMD,289.35,403.87,25.63,20.24,7.3,401.52,385.16,2025-05-17
generic_light_aircraft,EDDF,LFPG,1492.74,141.13,12.53,-4.08,28.46,1973.3,1984.02,2026-04-13
generic_business_jet,EGGW,EGTK,721.35,829.96,12.31,28.74,22.38,4925.17,4759.13,2025-09-09
generic_business_jet,EGLL,EGSS,1723.6,722.72,7.68,-18.3,9.42,11919.38,10961.76,2025-02-13
generic_light_aircraft,EGTK,EDDF,797.24,233.94,9.99,-10.98,30.72,1070.48,1038.77,2026-03-25
generic_heavy_transport,EGSS,EGPH,1206.34,42315.27,23.84,11.9,-1.95,53239.22,57973.12,2026-02-03
generic_business_jet,EDDF,EGLL,730.5,1382.02,23.28,-6.73,-2.31,5168.83,4533.11,2025-02-16
generic_light_aircraft,EGPH,EGLL,720.71,227.73,15.32,10.47,11.56,948.41,886.33,2025-06-20
generic_heavy_transport,EGLL,LLBG,1662.42,20327.41,18.09,-1.9,14.7,71782.83,69001.17,2026-01-02
generic_transport_aircraft,EGPF,EHAM,1262.09,9105.26,21.47,-26.18,-4.89,18575.98,18409.3,2025-01-09
generic_transport_aircraft,EGPH,EHAM,279.46,1766.8,26.05,-16.13,28.97,4277.36,4300.43,2026-03-04
generic_heavy_transport,LLBG,LFPG,1647.23,14699.9,24.21,-40.53,0.51,71886.08,69755.05,2025-12-27
generic_transport_aircraft,EGLL,EGNM,1266.7,5384.15,7.19,-36.52,18.26,18482.35,17132.05,2025-03-17
generic_light_aircraft,EGPH,EGLL,180.25,327.67,23.9,-33.02,2.3,269.2,272.08,2026-01-19
generic_heavy_transport,LFPG,LEBL,870.17,33902.3,15.77,6.59,-4.47,38139.94,38704.77,2025-11-06
generic_transport_aircraft,LEBL,EGLL,64.07,10075.82,20.96,25.08,17.17,1125.06,1139.07,2026-04-16
generic_business_jet,EHAM,LFPG,443.94,1697.18,11.98,-37.65,10.1,3182.43,3457.49,2025-01-29
generic_light_aircraft,EGGW,EGNM,1354.22,323.72,24.52,20.32,13.74,1764.14,1715.73,2025-11-25
generic_light_aircraft,EGPF,EGNM,1454.86,358.66,10.28,-36.33,-1.89,1958.6,1537.72,2025-03-25
generic_light_aircraft,LFPG,EGSS,1092.93,402.61,12.8,-0.86,20.54,1443.3,1162.85,2025-02-13
generic_light_aircraft,EHAM,EDDF,1776.3,293.52,7.06,-37.54,7.34,2386.43,2603.87,2025-09-14
generic_transport_aircraft,EGGW,EGPF,1318.58,11699.28,21.46,-37.21,11.29,19556.8,19337.84,2025-02-21
generic_transport_aircraft,LFPG,LLBG,86.57,9654.8,16.49,24.5,-3.5,1399.01,1460.7,2025-11-17
generic_business_jet,EGSS,LEBL,423.46,1322.19,9.1,12.48,34.74,2947.53,3155.84,2026-01-09
generic_transport_aircraft,EHAM,LEMD,1393.96,5646.02,8.89,-21.73,19.94,20234.04,20529.85,2025-12-16
generic_business_jet,EGPF,EGGW,1116.23,412.5,9.35,5.22,14.9,7640.83,7596.71,2025-03-15
generic_transport_aircraft,LEBL,EGNX,1745.5,9486.62,7.92,-37.47,7.55,25605.48,26370.55,2025-07-06
generic_light_aircraft,EGPH,EGSS,1292.2,284.3,27.7,33.28,25.53,1679.98,1657.9,2026-04-19
generic_heavy_transport,EGLL,EGSS,901.89,19538.88,12.31,-12.28,19.79,39138.76,38158.23,2025-11-16
generic_light_aircraft,EGPH,EGPF,770.16,280.04,25.3,34.3,-3.29,1006.01,951.94,2025-01-30
generic_business_jet,LEMD,LLBG,1486.27,311.91,24.77,-21.75,1.33,10420.72,10240.8,2025-08-25
generic_business_jet,EDDF,EGSS,867.2,1102.67,24.0,-36.27,2.21,6208.96,6287.59,2026-04-18
generic_business_jet,EGPF,LLBG,749.67,396.71,13.53,3.35,3.51,5189.3,5181.61,2025-10-07
generic_light_aircraft,EGLL,LFPG,419.64,327.28,27.73,16.94,-2.5,572.25,556.77,2026-02-09
generic_business_jet,EGPF,LFPG,416.17,334.41,22.69,-11.17,5.08,3013.86,3054.9,2025-02-11
generic_transport_aircraft,EGNX,LEBL,781.61,2962.21,25.65,-30.27,-2.85,11545.96,11859.89,2025-08-08
generic_business_jet,EGPH,LLBG,393.55,1712.91,16.6,-2.16,26.35,2817.57,2979.75,2025-10-20
generic_transport_aircraft,EGPF,EGTK,1613.58,2783.44,21.9,1.28,0.78,23213.81,22920.32,2026-02-26
generic_transport_aircraft,LEMD,LEBL,1331.64,663.15,25.72,29.71,14.98,18947.68,18199.26,2025-05-15
generic_light_aircraft,LFPG,LEBL,835.73,433.0,8.77,-9.05,33.78,1121.01,1220.9,2025-04-22
generic_business_jet,LEMD,EGGW,1003.38,549.15,14.31,-17.15,33.1,7017.03,6603.01,2025-01-09
generic_transport_aircraft,EGNX,EGPH,1567.92,8542.15,20.28,-8.52,11.42,22828.58,22537.77,2025-10-05
generic_heavy_transport,EGPF,EHAM,634.38,42053.95,16.09,-15.15,17.11,28357.08,29227.65,2025-12-04
generic_business_jet,LEMD,EDDF,542.1,1230.56,26.35,23.56,34.81,3850.13,4043.44,2025-02-23
generic_light_aircraft,EGSS,LEMD,1681.53,141.47,22.5,4.91,16.79,2207.12,2111.15,2025-12-08
generic_business_jet,EGNX,EGNM,1408.42,1127.38,8.52,23.51,33.02,9542.84,9080.87,2026-02-11
generic_heavy_transport,EGNM,EGPF,1176.73,36385.41,14.71,30.17,26.29,51076.37,48861.77,2025-06-07
generic_heavy_transport,LLBG,LEBL,1226.64,5166.3,26.0,-42.39,-3.95,53397.69,53287.62,2026-03-07
generic_transport_aircraft,LLBG,LFPG,1097.9,4353.53,27.1,34.43,4.67,15734.86,16293.2,2026-03-01
generic_heavy_transport,EGTK,LLBG,798.07,42575.67,14.59,13.25,11.12,35172.91,34963.08,2025-03-23
generic_light_aircraft,EGPF,EGGW,1451.06,301.7,19.89,17.74,28.72,1897.23,1840.78,2025-06-15
generic_light_aircraft,EGGW,EGSS,812.67,351.56,19.05,-42.77,23.3,1121.89,1087.52,2025-02-10
